Institute Name,Program Name,State/All India Seats,Seat Pool,OPEN,OPEN-PwD,GEN-EWS,GEN-EWS-PwD,SC,SC-PwD,ST,ST-PwD,OBC-NCL,OBC-NCL-PwD,Total (includes Female Supernumerary),"Program-Total
                                            


Seat Capacity
                                            
Female Supernumerary",Program-Total
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)","Other than 
PUNJAB",Gender-Neutral,18,1,4,1,7,0,4,0,12,1,48,"60


0",0
60,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,16,1,4,0,7,0,3,0,11,1,43,"53


0",0
53,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""0"" Supernumerary)",,,,,
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Other than 
PUNJAB",Gender-Neutral,16,1,5,0,5,1,2,1,10,1,42,"53


0",0
53,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""0"" Supernumerary)",,,,,
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,12,1,3,0,5,0,2,0,8,1,32,"40


0",0
40,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",,,,,
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","Other than 
PUNJAB",Gender-Neutral,12,1,3,0,5,0,1,1,9,0,32,"40


1",1
40,1,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,3,0,"9 (including ""1"" Supernumerary)",,,,,
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)",PUNJAB,Gender-Neutral,5,1,2,0,3,0,1,0,4,0,16,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""0"" Supernumerary)",,,,,
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)","Other than 
PUNJAB",Gender-Neutral,5,1,2,0,3,0,1,0,3,1,16,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,0,0,1,0,0,0,1,0,"4 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)",RAJASTHAN,Gender-Neutral,19,1,4,1,6,0,4,0,11,1,47,"58


0",0
58,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Chemical Engineering (4 Years, Bachelor of Technology)","Other than 
RAJASTHAN",Gender-Neutral,18,1,5,0,6,0,4,0,11,1,46,"57


0",0
57,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)",RAJASTHAN,Gender-Neutral,16,2,5,0,6,1,3,0,12,0,45,"57


0",0
57,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Civil Engineering (4 Years, Bachelor of Technology)","Other than 
RAJASTHAN",Gender-Neutral,17,1,4,1,6,1,4,0,12,0,46,"58


0",0
58,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",RAJASTHAN,Gender-Neutral,17,1,4,1,7,0,3,0,13,1,47,"58


0",0
58,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,2,0,"11 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Other than 
RAJASTHAN",Gender-Neutral,17,1,5,0,7,1,3,0,12,1,47,"59


0",0
59,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,1,1,0,1,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)",RAJASTHAN,Gender-Neutral,18,0,5,0,7,1,3,0,12,1,47,"58


0",0
58,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,1,1,0,1,0,1,0,3,0,"11 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Electrical Engineering (4 Years, Bachelor of Technology)","Other than 
RAJASTHAN",Gender-Neutral,18,1,4,0,7,0,3,1,12,1,47,"59


0",0
59,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",RAJASTHAN,Gender-Neutral,18,0,5,0,8,0,2,1,12,1,47,"59


0",0
59,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,1,1,0,1,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Other than 
RAJASTHAN",Gender-Neutral,18,0,4,1,8,0,3,0,12,1,47,"58


0",0
58,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,1,1,0,1,0,1,0,3,0,"11 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)",RAJASTHAN,Gender-Neutral,7,0,1,0,2,0,1,0,5,0,16,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),0,0,1,0,1,0,1,0,1,0,"4 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","Other than 
RAJASTHAN",Gender-Neutral,7,0,2,0,2,0,1,0,4,0,16,"20


0",0
20,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,1,0,1,0,0,0,1,0,"4 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)",RAJASTHAN,Gender-Neutral,18,1,4,0,6,1,4,0,12,1,47,"59


0",0
59,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Mechanical Engineering (4 Years, Bachelor of Technology)","Other than 
RAJASTHAN",Gender-Neutral,18,1,4,1,6,1,2,0,12,0,45,"57


0",0
57,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,1,0,1,0,4,0,"12 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",RAJASTHAN,Gender-Neutral,12,1,3,0,4,0,1,1,7,0,29,"37


0",0
37,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,0,1,1,0,2,0,"8 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","Other than 
RAJASTHAN",Gender-Neutral,12,1,2,0,4,0,2,0,8,0,29,"37


0",0
37,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,1,0,2,1,"8 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)",RAJASTHAN,Gender-Neutral,11,1,3,0,5,0,2,0,8,0,30,"38


0",0
38,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,0,0,1,0,1,0,2,1,"8 (including ""0"" Supernumerary)",,,,,
Malaviya National Institute of Technology Jaipur,"Architecture  (5 Years, Bachelor of Architecture)","Other than 
RAJASTHAN",Gender-Neutral,12,1,3,0,5,0,2,0,7,1,31,"39


0",0
39,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""0"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)",MADHYA PRADESH,Gender-Neutral,11,1,3,0,5,0,2,0,8,1,31,"31


8",8
31,8,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""8"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Chemical Engineering (4 Years, Bachelor of Technology)","Other than 
MADHYA PRADESH",Gender-Neutral,12,1,3,0,5,0,2,0,7,1,31,"31


8",8
31,8,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""8"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)",MADHYA PRADESH,Gender-Neutral,18,1,4,0,7,0,3,0,12,0,45,"45


12",12
45,12,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,2,0,1,0,3,0,"12 (including ""12"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Civil Engineering (4 Years, Bachelor of Technology)","Other than 
MADHYA PRADESH",Gender-Neutral,17,1,4,1,6,0,3,0,12,1,45,"45


11",11
45,11,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,3,0,"11 (including ""11"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)",MADHYA PRADESH,Gender-Neutral,34,2,9,0,13,1,7,0,23,2,91,"91


23",23
91,23,,,,,,,,,,,,,,,
Female-only (including Supernumerary),10,0,2,0,3,0,2,0,6,0,"23 (including ""23"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Other than 
MADHYA PRADESH",Gender-Neutral,35,2,9,1,13,1,5,1,24,1,92,"92


23",23
92,23,,,,,,,,,,,,,,,
Female-only (including Supernumerary),10,0,2,0,3,0,2,0,6,0,"23 (including ""23"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)",MADHYA PRADESH,Gender-Neutral,20,2,5,1,8,0,4,0,14,1,55,"55


13",13
55,13,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,1,0,2,0,1,0,3,0,"13 (including ""13"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Electrical Engineering (4 Years, Bachelor of Technology)","Other than 
MADHYA PRADESH",Gender-Neutral,20,1,6,0,8,0,4,0,14,1,54,"54


14",14
54,14,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,0,1,0,2,0,1,0,4,0,"14 (including ""14"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",MADHYA PRADESH,Gender-Neutral,26,2,7,0,9,1,5,0,18,1,69,"69


18",18
69,18,,,,,,,,,,,,,,,
Female-only (including Supernumerary),7,0,2,0,3,0,1,0,5,0,"18 (including ""18"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Other than 
MADHYA PRADESH",Gender-Neutral,26,2,6,0,9,1,5,1,18,1,69,"69


17",17
69,17,,,,,,,,,,,,,,,
Female-only (including Supernumerary),7,0,2,0,3,0,1,0,4,0,"17 (including ""17"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)",MADHYA PRADESH,Gender-Neutral,33,2,8,1,12,1,7,0,21,1,86,"86


21",21
86,21,,,,,,,,,,,,,,,
Female-only (including Supernumerary),8,1,2,0,3,0,1,0,6,0,"21 (including ""21"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Mechanical Engineering (4 Years, Bachelor of Technology)","Other than 
MADHYA PRADESH",Gender-Neutral,33,2,8,1,11,1,6,1,22,1,86,"86


21",21
86,21,,,,,,,,,,,,,,,
Female-only (including Supernumerary),8,1,2,0,3,0,1,0,6,0,"21 (including ""21"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",MADHYA PRADESH,Gender-Neutral,12,1,3,0,5,0,2,0,7,1,31,"31


8",8
31,8,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""8"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)","Other than 
MADHYA PRADESH",Gender-Neutral,12,0,3,0,4,1,2,0,8,1,31,"31


8",8
31,8,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""8"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)",MADHYA PRADESH,Gender-Neutral,8,1,2,0,2,0,2,0,5,1,21,"21


5",5
21,5,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,0,0,1,0,"5 (including ""5"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Planning (4 Years, Bachelor of Planning)","Other than 
MADHYA PRADESH",Gender-Neutral,8,0,2,0,3,1,2,0,5,0,21,"21


5",5
21,5,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,0,0,1,0,0,0,2,0,"5 (including ""5"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)",MADHYA PRADESH,Gender-Neutral,16,0,3,0,6,0,2,1,11,1,40,"40


10",10
40,10,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,1,0,1,0,3,0,"10 (including ""10"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Architecture  (5 Years, Bachelor of Architecture)","Other than 
MADHYA PRADESH",Gender-Neutral,15,1,4,1,5,1,3,0,10,0,40,"40


10",10
40,10,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,"10 (including ""10"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))",MADHYA PRADESH,Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12,"12


3",3
12,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,1,0,0,0,0,0,1,0,"3 (including ""3"" Supernumerary)",,,,,
Maulana Azad National Institute of Technology Bhopal,"Mathematics and Data Science (5 Years, Bachelor and Master of Technology (Dual Degree))","Other than 
MADHYA PRADESH",Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12,"12


3",3
12,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,"3 (including ""3"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)",UTTAR PRADESH,Gender-Neutral,9,0,2,0,3,1,2,0,7,0,24,"28


2",2
28,2,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,0,0,0,1,"6 (including ""2"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Bio Technology (4 Years, Bachelor of Technology)","Other than 
UTTAR PRADESH",Gender-Neutral,9,1,2,0,3,0,2,0,7,0,24,"29


1",1
29,1,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,1,0,1,0,"6 (including ""1"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)",UTTAR PRADESH,Gender-Neutral,9,1,2,0,3,0,2,0,7,0,24,"29


1",1
29,1,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,2,0,0,0,1,0,"6 (including ""1"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Chemical Engineering (4 Years, Bachelor of Technology)","Other than 
UTTAR PRADESH",Gender-Neutral,10,0,1,1,3,0,2,0,6,1,24,"28


2",2
28,2,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,0,0,1,0,"6 (including ""2"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",UTTAR PRADESH,Gender-Neutral,18,1,5,0,7,0,3,1,12,1,48,"57


3",3
57,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),5,0,1,0,1,1,1,0,3,0,"12 (including ""3"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)","Other than 
UTTAR PRADESH",Gender-Neutral,19,1,4,1,7,0,4,0,13,0,49,"58


3",3
58,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,1,1,0,2,0,1,0,3,0,"12 (including ""3"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",UTTAR PRADESH,Gender-Neutral,50,2,13,0,18,1,9,1,34,2,130,"154


9",9
154,9,,,,,,,,,,,,,,,
Female-only (including Supernumerary),13,1,3,0,5,0,2,0,8,1,"33 (including ""9"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Other than 
UTTAR PRADESH",Gender-Neutral,50,3,13,0,19,1,9,1,32,2,130,"154


8",8
154,8,,,,,,,,,,,,,,,
Female-only (including Supernumerary),13,0,2,1,4,1,2,0,9,0,"32 (including ""8"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",UTTAR PRADESH,Gender-Neutral,16,1,4,0,6,0,3,0,10,1,41,"48


3",3
48,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),4,0,1,0,2,0,1,0,2,0,"10 (including ""3"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)","Other than 
UTTAR PRADESH",Gender-Neutral,15,1,4,0,6,0,3,0,11,1,41,"49


3",3
49,3,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,1,1,0,1,1,1,0,3,0,"11 (including ""3"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",UTTAR PRADESH,Gender-Neutral,28,1,7,0,11,0,5,1,19,1,73,"87


4",4
87,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),7,1,2,0,2,0,1,0,5,0,"18 (including ""4"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Other than 
UTTAR PRADESH",Gender-Neutral,28,1,7,0,12,0,5,0,19,1,73,"86


5",5
86,5,,,,,,,,,,,,,,,
Female-only (including Supernumerary),7,1,1,1,1,1,2,0,4,0,"18 (including ""5"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",UTTAR PRADESH,Gender-Neutral,25,1,6,1,9,0,5,0,17,1,65,"77


5",5
77,5,,,,,,,,,,,,,,,
Female-only (including Supernumerary),7,0,2,0,3,0,1,0,4,0,"17 (including ""5"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)","Other than 
UTTAR PRADESH",Gender-Neutral,25,1,6,0,9,1,5,0,17,1,65,"77


4",4
77,4,,,,,,,,,,,,,,,
Female-only (including Supernumerary),6,1,2,0,2,0,1,0,4,0,"16 (including ""4"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",UTTAR PRADESH,Gender-Neutral,9,0,2,0,4,0,2,0,7,0,24,"29


1",1
29,1,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,0,0,0,1,"6 (including ""1"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)","Other than 
UTTAR PRADESH",Gender-Neutral,9,1,2,0,3,0,1,0,8,0,24,"28


2",2
28,2,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,1,0,1,0,"6 (including ""2"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)",UTTAR PRADESH,Gender-Neutral,4,1,1,0,2,0,1,0,3,0,12,"15


0",0
15,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,1,0,0,0,0,1,0,"3 (including ""0"" Supernumerary)",,,,,
Motilal Nehru National Institute of Technology Allahabad,"Engineering and Computational Mechanics (4 Years, Bachelor of Technology)","Other than 
UTTAR PRADESH",Gender-Neutral,5,0,1,0,2,0,1,0,3,0,12,"15


0",0
15,0,,,,,,,,,,,,,,,
Female-only (including Supernumerary),1,0,0,0,1,0,0,0,1,0,"3 (including ""0"" Supernumerary)",,,,,
National Institute of Technology  Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",TRIPURA,Gender-Neutral,8,0,2,0,3,0,5,1,0,0,19,"19


6",6
19,6,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,1,0,1,0,2,0,0,0,"6 (including ""6"" Supernumerary)",,,,,
National Institute of Technology  Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)","Other than 
TRIPURA",Gender-Neutral,8,0,2,0,3,0,1,1,5,0,20,"20


5",5
20,5,,,,,,,,,,,,,,,
Female-only (including Supernumerary),2,0,0,0,1,0,0,0,2,0,"5 (including ""5"" Supernumerary)",,,,,
National Institute of Technology  Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",TRIPURA,Gender-Neutral,12,1,2,0,5,0,8,1,0,0,29,"29


8",8
29,8,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,3,0,0,0,"8 (including ""8"" Supernumerary)",,,,,
National Institute of Technology  Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)","Other than 
TRIPURA",Gender-Neutral,11,1,3,0,4,1,2,0,8,0,30,"30


8",8
30,8,,,,,,,,,,,,,,,
Female-only (including Supernumerary),3,0,1,0,1,0,1,0,2,0,"8 (including ""8"" Supernumerary)",,,,,
